Politics,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,96.808511,9.859155,6.953642
Politics,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,96.021220,9.859155,6.953642
Politics,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,94.117647,9.859155,6.953642
Society,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,92.913386,9.859155,6.953642
Society,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,77.453581,9.859155,6.953642
Society,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,84.033613,9.859155,6.953642
World,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,93.307087,9.859155,6.953642
World,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,100.000000,9.859155,6.953642
World,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,94.957983,9.859155,6.953642
UK,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,94.094488,9.859155,6.953642
UK,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,96.808511,9.859155,6.953642
UK,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,95.755968,9.859155,6.953642
Opinions-Politics,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,96.456693,9.859155,6.953642
Opinions-Society,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,100.000000,9.859155,6.953642
Opinions-World,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,97.612732,9.859155,6.953642
Opinions-UK,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,97.478992,9.859155,6.953642
Opinions,Books,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,99.375000,9.859155,6.953642
Books,Opinions,1_5-gram-minmax-most_5000,5000,0.050000,0.000100,0.010000,81.279621,9.859155,6.953642
Politics,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,97.872340,5.633803,6.291391
Politics,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,96.551724,5.633803,6.291391
Politics,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,94.117647,5.633803,6.291391
Society,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,93.700787,5.633803,6.291391
Society,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,80.901857,5.633803,6.291391
Society,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,89.075630,5.633803,6.291391
World,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,96.456693,5.633803,6.291391
World,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,100.000000,5.633803,6.291391
World,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,94.957983,5.633803,6.291391
UK,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,96.062992,5.633803,6.291391
UK,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,97.872340,5.633803,6.291391
UK,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,96.286472,5.633803,6.291391
Opinions-Politics,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,98.425197,5.633803,6.291391
Opinions-Society,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,100.000000,5.633803,6.291391
Opinions-World,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,97.347480,5.633803,6.291391
Opinions-UK,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,97.478992,5.633803,6.291391
Opinions,Books,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,99.375000,5.633803,6.291391
Books,Opinions,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.010000,86.966825,5.633803,6.291391
Politics,Society,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.001000,97.872340,7.042254,7.947020
Politics,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.001000,94.960212,7.042254,7.947020
Politics,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.001000,93.277311,7.042254,7.947020
Society,Politics,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.001000,92.913386,7.042254,7.947020
Society,World,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.001000,75.596817,7.042254,7.947020
Society,UK,1_5-gram-minmax-most_5000,5000,0.050000,0.000010,0.001000,81.512605,7.042254,7.947020
